Gene ID	EC#	dbCAN_hmm	dbCAN_sub	DIAMOND	#ofTools	Recommend Results	Substrate
NODE_8627_length_3708_cov_3.756365_3	-	-	-	GH13_25+GH133+GH13_25	1	-	-
NODE_862_length_24157_cov_12.114555_17	-	-	-	GH152	1	-	-
NODE_8630_length_3708_cov_2.798522_5	-	GH19_1(23-135)	GH19_e76(24-144)	-	2	GH19_1	-
NODE_86322_length_581_cov_1.619772_1	-	-	-	GT41	1	-	-
NODE_8635_length_3706_cov_3.737058_2	-	-	-	GH47	1	-	-
NODE_86377_length_581_cov_0.891635_1	3.2.1.21:4;3.2.1.37:1;3.2.1.86:49	-	GH1_e85(2-163)	-	1	-	beta-glucan;xylan
NODE_863_length_24153_cov_41.991286_21	3.2.1.14:21|3.2.1.14:2	GH18(44-303)+CBM73(476-527)	GH18_e347(45-314)+CBM73_e29(478-528)	CBM73+GH18	3	GH18_e347|CBM73_e29	chitin
NODE_863_length_24153_cov_41.991286_4	-	GH188(4-215)	-	CE12	2	GH188	-
NODE_86413_length_580_cov_3.609524_2	-	GT119(2-151)	-	-	1	-	-
NODE_86473_length_580_cov_2.278095_1	-	GH15(1-193)	GH15_e13(2-193)	GH15	3	GH15_e13	-
NODE_8649_length_3701_cov_5.619035_2	3.2.1.177:1	GH31_4(216-670)	GH31_e0(217-670)	GH31_4	3	GH31_4	xyloglucan
NODE_864_length_24142_cov_69.957487_10	-	-	-	GH23	1	-	-
NODE_864_length_24142_cov_69.957487_23	-	-	GH23_e85(31-151)	GH0	2	GH23_e85	-
NODE_86512_length_580_cov_1.819048_1	2.4.1.-:18	GT56(2-192)	GT56_e0(2-192)	GT56	3	GT56_e0	-
NODE_8652_length_3698_cov_84.831732_1	-	-	-	GH65	1	-	-
NODE_8653_length_3698_cov_79.850398_4	-	-	-	GH38	1	-	-
NODE_86569_length_580_cov_1.291429_1	3.2.1.68:15;3.2.1.-:1	GH13_11(4-193)	GH13_e48(2-193)	CBM48+GH13_11	3	GH13_11	alpha-glucan
NODE_86582_length_580_cov_1.080000_1	-	-	-	GH3	1	-	-
NODE_865_length_24132_cov_8.964281_20	-	-	-	GT119	1	-	-
NODE_86607_length_579_cov_5.431298_1	-	-	-	GT2	1	-	-
NODE_8663_length_3696_cov_4.634716_1	-	-	-	CE4	1	-	-
NODE_8664_length_3696_cov_3.912112_2	-	-	-	GH12	1	-	-
NODE_86687_length_579_cov_2.284351_1	-	-	GT2(7-192)	GT0+GT2	2	GT2	-
NODE_866_length_24123_cov_8.932483_2	-	-	GH23_e968(104-215)	GH0	2	GH23_e968	-
NODE_86703_length_579_cov_2.156489_1	-	GT2(21-115)	GT2(21-117)	-	2	GT2	-
NODE_86707_length_579_cov_2.135496_1	-	-	GT83_e87(8-183)	-	1	-	-
NODE_86709_length_579_cov_2.108779_1	-	-	-	GT2	1	-	-
NODE_8673_length_3693_cov_3.373007_5	-	-	-	GH24	1	-	-
NODE_86750_length_579_cov_1.742366_1	2.4.1.-:2	GT4(34-186)	GT4_e1251(36-183)	GT4	3	GT4_e1251	-
NODE_86775_length_579_cov_1.545802_1	-	GH6(4-193)	GH6_e15(2-193)	GH6	3	GH6_e15	-
NODE_86800_length_579_cov_1.293893_1	-	-	-	GT4	1	-	-
NODE_8680_length_3689_cov_3.479912_2	-	-	-	CBM48	1	-	-
NODE_86842_length_578_cov_4.787763_1	-	-	GT2(1-189)	GT2	2	GT2	-
NODE_8689_length_3684_cov_4.661890_2	-	-	-	GT0	1	-	-
NODE_868_length_24025_cov_5.488235_16	3.2.1.24:32	GH38(288-545)	GH38_e20(289-546)	GH38	3	GH38_e20	host glycan
NODE_86909_length_578_cov_2.265774_1	3.2.1.21:1;3.2.1.23:2;3.2.1.86:26	GH1(25-191)	GH1_e0(1-191)	GH1	3	GH1_e0	beta-galactan;beta-glucan
NODE_86967_length_578_cov_1.632887_1	-	GH18(4-190)	GH18_e0(5-191)	GH18	3	GH18_e0	-
NODE_86989_length_578_cov_1.453155_1	2.4.1.-:12	GT26(8-143)	GT26_e141(1-144)	-	2	GT26_e141	-
NODE_8698_length_3681_cov_3.293712_4	-	-	GH23_e107(25-153)	-	1	-	-
NODE_86999_length_578_cov_1.422562_1	-	-	-	GH13_26	1	-	-
NODE_8701_length_3680_cov_4.225379_4	-	-	-	GH45_1+GH45_1	1	-	-
NODE_870_length_23995_cov_5.424520_8	-	-	-	CE1	1	-	-
NODE_87107_length_577_cov_2.321839_1	2.4.1.129:12	GT51(1-89)	GT51_e130(1-88)	GT51	3	GT51_e130	-
NODE_8710_length_3676_cov_2.628003_3	-	-	-	GH13_25+GH133+GH13_25	1	-	-
NODE_87136_length_577_cov_1.994253_1	3.5.1.41:8	-	CE4_e155(141-192)	-	1	-	chitin
NODE_871_length_23990_cov_21.560811_3	-	-	-	GH92	1	-	-
NODE_87220_length_576_cov_97.497121_1	-	-	-	GH13_26	1	-	-
NODE_87235_length_576_cov_8.149712_1	2.4.99.-:1	GT73(24-191)	GT73_e0(26-191)	GT73	3	GT73_e0	-
NODE_87279_length_576_cov_2.596929_1	-	GH13_10(1-186)	GH13_e85(1-187)	CBM48+GH13_10	3	GH13_10	-
NODE_87330_length_576_cov_2.000000_1	-	-	-	GT2	1	-	-
NODE_87335_length_576_cov_1.971209_1	2.4.1.25:4;3.2.1.68:75;3.2.1.-:1	-	CBM48_e3(23-116)	-	1	-	-;alpha-glucan
NODE_87348_length_576_cov_1.815739_1	-	GH5_13(1-182)	GH5_e234(1-192)	GH5_13	3	GH5_13	-
NODE_8742_length_3663_cov_3.673503_1	-|-	GT2(339-500)	GT2(340-502)+GT2(515-770)	GT2	3	GT2|GT2	-
NODE_87452_length_575_cov_4.028846_1	-	GT51(3-121)	GT51_e71(2-121)	GT51	3	GT51_e71	-
NODE_8745_length_3662_cov_5.098143_1	3.2.1.52:12	GH20(328-541)	GH20_e0(329-548)	GH20	3	GH20_e0	host glycan
NODE_87465_length_575_cov_3.311538_1	2.4.1.182:13	GT19(1-188)	GT19_e17(1-190)	GT19	3	GT19_e17	-
NODE_8747_length_3661_cov_10.612313_2	-	-	-	GH20	1	-	-
NODE_87547_length_575_cov_1.898077_1	-	-	GH23_e361(7-146)	GH0	2	GH23_e361	-
NODE_875_length_23851_cov_6.119012_1	3.2.1.14:12	GH18(26-265)	GH18_e348(27-271)	GH18	3	GH18_e348	chitin
NODE_87614_length_575_cov_1.315385_1	-	-	-	CBM73+GH19_2	1	-	-
NODE_87663_length_574_cov_3.653179_1	-	-	GT4_e2967(1-114)	GT0+GT2	2	GT4_e2967	-
NODE_87680_length_574_cov_3.003854_1	2.4.1.-:18	GT56(2-190)	GT56_e0(1-190)	GT56	3	GT56_e0	-
NODE_87695_length_574_cov_2.526012_1	-	-	-	GH0	1	-	-
NODE_876_length_23850_cov_4.353604_1	-	-	-	CBM18+GH16_19	1	-	-
NODE_8774_length_3656_cov_4.022494_3	-	GT4(177-329)	GT4_e2411(183-327)	GT4	3	GT4_e2411	-
NODE_8777_length_3653_cov_3.814063_2	3.2.1.3:2	GH15(105-549)	GH15_e35(116-549)	GH15	3	GH15_e35	alpha-glucan
NODE_87793_length_574_cov_1.554913_2	5.4.99.15:5	GH13_26(25-153)	GH13_e105(17-149)	-	2	GH13_26	alpha-glucan
NODE_87799_length_574_cov_1.458574_1	-	GH1(2-191)	GH1_e42(1-191)	GH1	3	GH1_e42	-
NODE_877_length_23848_cov_10.070693_10	-	GT2(8-175)	GT2(8-175)	GT2	3	GT2	-
NODE_87836_length_573_cov_54.270270_1	-	-	-	GH23	1	-	-
NODE_87876_length_573_cov_2.998069_1	-	-	GT14_e57(22-125)	-	1	-	-
NODE_87878_length_573_cov_2.909266_1	-	GH13_3(4-190)	GH13_e41(1-190)	GH13_3	3	GH13_3	-
NODE_87888_length_573_cov_2.741313_1	-	GT124(12-189)	-	-	1	-	-
NODE_87893_length_573_cov_2.563707_1	-	-	-	GH13_40+GH13_40	1	-	-
NODE_878_length_23844_cov_40.453655_12	-	-	-	GT1	1	-	-
NODE_87919_length_573_cov_2.335907_1	-	-	CBM50_e170(1-42)	-	1	-	chitin
NODE_87974_length_573_cov_1.830116_1	3.2.1.185:2	GH127(1-190)	GH127_e0(1-190)	GH127	3	GH127_e0	arabinogalactan
NODE_879_length_23840_cov_13.073744_15	-	GT122(34-355)	-	GT122	2	GT122	-
NODE_87_length_76102_cov_5.498547_10	-	-	-	GH5_12	1	-	-
NODE_87_length_76102_cov_5.498547_42	-	-	-	GH115	1	-	-
NODE_87_length_76102_cov_5.498547_43	-	-	-	CBM48	1	-	-
NODE_8800_length_3644_cov_3.102536_3	-	-	-	GH6	1	-	-
NODE_880_length_23834_cov_11.863241_4	-	-	-	GT121	1	-	-
NODE_8811_length_3640_cov_7.429568_2	-	-	-	GH23	1	-	-
NODE_8821_length_3635_cov_4.400838_1	-	-	-	GT31	1	-	-
NODE_8823_length_3634_cov_21.664431_3	-	-	-	GH5_11	1	-	-
NODE_8826_length_3633_cov_4.822247_1	-	-	-	GT8	1	-	-
NODE_882_length_23754_cov_8.006709_3	-	GH24(11-158)	GH24_e237(13-160)	-	2	GH24_e237	peptidoglycan
NODE_8833_length_3631_cov_3.841723_4	-	-	-	AA9	1	-	-
NODE_88375_length_571_cov_1.955426_1	-	GH132(1-138)	GH132_e0(1-138)	-	2	GH132_e0	beta-glucan
NODE_8839_length_3629_cov_3.802462_3	-	GH188(4-192)	-	-	1	-	-
NODE_8840_length_3629_cov_3.210409_2	-	GT22(11-454)	GT22_e27(15-456)	GT22	3	GT22_e27	-
NODE_88410_length_571_cov_1.750000_1	-	GT9(38-189)	GT9_e78(32-189)	GT9	3	GT9_e78	-
NODE_88413_length_571_cov_1.697674_1	-	GH103(12-188)	GH103_e12(14-188)	GH103	3	GH103_e12	peptidoglycan
NODE_8841_length_3628_cov_102.443045_2	-	GH179(16-255)	GH109_e7(2-194)	-	2	GH109_e7	host glycan
NODE_88446_length_571_cov_1.434109_1	-	-	-	GT4	1	-	-
NODE_88474_length_570_cov_56.264078_1	-	-	-	GH23	1	-	-
NODE_88497_length_570_cov_4.176699_2	-	-	GT51_e54(2-60)	-	1	-	-
NODE_8850_length_3627_cov_3.256159_2	1.10.3.2:1	AA1_2(94-435)	AA1_e26(94-559)	AA1_2+AA1_2	3	AA1_2	lignin
NODE_88527_length_570_cov_2.766990_1	-	-	-	GH189+GH94+GT84	1	-	-
NODE_88560_length_570_cov_2.213592_1	-	-	-	GH5_1	1	-	-
NODE_88574_length_570_cov_2.139806_1	-	-	-	GT35	1	-	-
NODE_88576_length_570_cov_2.116505_1	-	GT4(37-180)	GT4_e3094(37-180)	GT4	3	GT4_e3094	-
NODE_8857_length_3623_cov_3.591087_2	-	-	AA12_e0(34-321)	-	1	-	polyphenol
NODE_88585_length_570_cov_2.027184_1	-	-	GT2(1-152)	GT2	2	GT2	-
NODE_88598_length_570_cov_1.893204_1	-	GT120(14-187)	-	GT120	2	GT120	-
NODE_88599_length_570_cov_1.891262_1	-	-	GH32_e65(54-178)	GH32	2	GH32_e65	fructan
NODE_885_length_23714_cov_57.227186_1	-	-	CBM50_e984(37-77)	CBM50+GH0	2	CBM50_e984	chitin
NODE_885_length_23714_cov_57.227186_8	-	-	-	CBM48+GH13_8+GH13_8	1	-	-
NODE_8863_length_3621_cov_10.600953_2	-	-	-	GT2	1	-	-
NODE_88698_length_569_cov_74.996109_1	5.4.99.15:5	GH13_26(2-189)	GH13_e105(2-189)	GH13_26	3	GH13_26	alpha-glucan
NODE_8871_length_3619_cov_4.113356_2	2.4.99.-:11	GT9(70-319)	GT9_e84(65-322)	GT9	3	GT9_e84	-
NODE_8871_length_3619_cov_4.113356_3	2.4.99.-:11	GT9(77-312)	GT9_e71(78-297)	GT9	3	GT9_e71	-
NODE_88772_length_569_cov_2.315175_1	-	-	GH33_e31(4-157)	-	1	-	host glycan
NODE_88792_length_569_cov_2.130350_1	3.2.1.40:1	-	CBM67_e28(19-105)	GH78	2	CBM67_e28	rhamnose
NODE_887_length_23690_cov_5.085636_11	-	-	-	GH31_1+GH31_1	1	-	-
NODE_887_length_23690_cov_5.085636_21	-	-	-	GH105	1	-	-
NODE_88808_length_569_cov_2.027237_1	-	-	AA1_e37(1-181)	-	1	-	lignin
NODE_8886_length_3616_cov_16.942994_2	-	GT9(113-313)	GT9_e142(113-316)	GT9	3	GT9_e142	-
NODE_8886_length_3616_cov_16.942994_3	-	GT121(197-348)	-	GT121	2	GT121	-
NODE_8886_length_3616_cov_16.942994_4	-	GT9(103-334)	GT9_e213(103-330)	GT9	3	GT9_e213	-
NODE_8898_length_3612_cov_11.914535_4	-	-	-	GH13_23	1	-	-
NODE_88995_length_568_cov_2.417154_1	-	GT4(65-184)	GT4_e2671(67-189)	GT4	3	GT4_e2671	-
NODE_88_length_76028_cov_6.442921_4	-	-	-	GT50	1	-	-
NODE_8900_length_3611_cov_91.973003_1	-	AA3_2(2-412)	AA3_e57(3-410)	AA3_2	3	AA3_2	-
NODE_8901_length_3611_cov_89.566085_2	-	GT122(34-355)	-	GT122	2	GT122	-
NODE_89034_length_568_cov_2.029240_1	-	-	-	GT4	1	-	-
NODE_8905_length_3610_cov_3.305204_1	-	-	-	GH17	1	-	-
NODE_890_length_23560_cov_41.595107_2	-	-	-	GH16_19+GH16_19+CBM18	1	-	-
NODE_890_length_23560_cov_41.595107_3	-	GH16_19(282-449)	GH16_e288(285-450)	-	2	GH16_19	-
NODE_8912_length_3608_cov_3.691810_2	-	-	-	AA9	1	-	-
NODE_89168_length_567_cov_3.488281_1	-	GH73(19-156)	GH73_e147(20-157)	GH73	3	GH73_e147	-
NODE_89171_length_567_cov_3.425781_1	3.2.1.21:1;3.2.1.85:2;3.2.1.86:10	GH1(2-188)	GH1_e13(2-188)	GH1	3	GH1_e13	beta-galactan;beta-glucan
NODE_891_length_23553_cov_16.457826_11	4.2.2.n1:10	GH23(487-616)	GH23_e96(491-616)	GH23	3	GH23_e96	-
NODE_8920_length_3606_cov_3.069276_3	-	-	-	GT2	1	-	-
NODE_89238_length_567_cov_2.230469_1	-	-	GT4_e2758(100-187)	GT4	2	GT4_e2758	-
NODE_89254_length_567_cov_2.041016_1	-	-	-	GT4	1	-	-
NODE_892_length_23529_cov_198.273238_12	-	-	-	GT51	1	-	-
NODE_892_length_23529_cov_198.273238_13	-	-	-	GT2	1	-	-
NODE_892_length_23529_cov_198.273238_14	-	-	-	GT2	1	-	-
NODE_892_length_23529_cov_198.273238_15	-	-	-	GT2	1	-	-
NODE_892_length_23529_cov_198.273238_16	-	-	-	GT22	1	-	-
NODE_89362_length_566_cov_139.344423_1	-	GT2(37-188)	GT2(35-188)	GT2	3	GT2	-
NODE_8936_length_3601_cov_3.573322_6	-	-	GH23_e145(43-113)	-	1	-	-
NODE_89389_length_566_cov_3.786693_1	-	GH186(1-184)	-	GH186	2	GH186	-
NODE_893_length_23527_cov_5.395620_10	-	-	-	GT2	1	-	-
NODE_893_length_23527_cov_5.395620_14	-	-	-	GH105	1	-	-
NODE_893_length_23527_cov_5.395620_5	-	-	-	GH13_25+GH133+GH13_25	1	-	-
NODE_893_length_23527_cov_5.395620_9	-	GT2(5-175)	GT2(6-176)	GT2	3	GT2	-
NODE_89413_length_566_cov_2.972603_1	-	GT4(78-188)	GT4_e774(82-188)	GT4	3	GT4_e774	-
NODE_8941_length_3600_cov_3.563329_3	-	-	-	AA6	1	-	-
NODE_89451_length_566_cov_2.387476_1	4.2.2.n1:8	-	GH102_e2(1-54)	-	1	-	peptidoglycan
NODE_89457_length_566_cov_2.326810_1	2.4.1.25:11	-	GH77_e27(1-188)	-	1	-	alpha-glucan
NODE_8946_length_3598_cov_3.380186_1	3.2.1.7:6;3.2.1.26:14;3.2.1.80:1;3.2.1.153:2	GH32(3-176)	GH32_e1(1-176)	GH32	3	GH32_e1	fructan
NODE_89483_length_566_cov_2.045010_1	-	GT24(3-141)	GT24_e0(2-141)	-	2	GT24_e0	-
NODE_8948_length_3597_cov_76.967532_2	-	-	-	GT1	1	-	-
NODE_894_length_23520_cov_7.865459_12	-	-	-	GH47	1	-	-
NODE_894_length_23520_cov_7.865459_2	-	-	-	GT4	1	-	-
NODE_89516_length_566_cov_1.810176_1	-	GH16_19(110-188)	GH16_e79(110-188)	-	2	GH16_19	-
NODE_8952_length_3597_cov_3.053924_2	-	-	-	GH39	1	-	-
NODE_8953_length_3597_cov_2.975155_3	-|-	GT2(434-569)	GT4_e542(278-394)+GT2(435-560)	GT2+GT4	3	GT4_e542|GT2	-
NODE_895_length_23507_cov_11.969981_6	2.4.1.129:10	GT51(52-217)	GT51_e0(56-217)	GT51	3	GT51_e0	-
NODE_89619_length_565_cov_7.578431_1	2.4.99.-:1	-	GT107_e2(3-188)	GT107	2	GT107_e2	-
NODE_8964_length_3594_cov_3.771404_1	-	-	-	GT1	1	-	-
NODE_89669_length_565_cov_2.600000_1	-	GH188(3-136)	-	-	1	-	-
NODE_8968_length_3593_cov_4.755512_2	-	-	-	GT22	1	-	-
NODE_8969_length_3593_cov_4.669022_2	-	-	-	GT39	1	-	-
NODE_896_length_23497_cov_5.429827_14	-	-	-	GH64	1	-	-
NODE_896_length_23497_cov_5.429827_15	-	-	-	GT24	1	-	-
NODE_896_length_23497_cov_5.429827_9	-	-	-	AA14	1	-	-
NODE_89716_length_565_cov_2.041176_1	-	GT4(2-136)	GT4_e1630(1-139)	-	2	GT4_e1630	-
NODE_8972_length_3593_cov_3.588468_1	-	-	-	GT1	1	-	-
NODE_89739_length_565_cov_1.803922_1	3.2.1.68:15;3.2.1.-:1	GH13_11(1-187)	GH13_e48(1-187)	CBM48+GH13_11	3	GH13_11	alpha-glucan
NODE_8974_length_3592_cov_4.592027_2	3.5.1.41:1	-	CE4_e177(83-182)	CE4	2	CE4_e177	chitin
NODE_8975_length_3592_cov_3.427764_1	-	-	-	AAW60502.1+GT2	1	-	-
NODE_8975_length_3592_cov_3.427764_2	-	-	GT2(1-221)	GT2	2	GT2	-
NODE_89852_length_564_cov_3.732809_2	-	-	CBM50_e391(1-34)	-	1	-	chitin
NODE_8987_length_3588_cov_11.549391_2	3.2.1.28:18	GH37(60-536)	GH37_e6(61-536)	GH37	3	GH37_e6	trehalose
NODE_8988_length_3588_cov_8.614492_1	2.4.1.10:27;3.2.1.26:8	GH68(2-367)	GH68_e2(2-393)	GH68_2	3	GH68_e2	fructan
NODE_8988_length_3588_cov_8.614492_3	2.4.1.10:27;3.2.1.26:8	GH68(14-216)	GH68_e2(15-217)	GH68_2	3	GH68_e2	fructan
NODE_89892_length_564_cov_2.514735_1	3.2.1.17:4	-	CBM50_e758(62-103)	-	1	-	chitin
NODE_8989_length_3588_cov_4.315030_3	-	GH18(3-376)	GH18_e146(1-376)	-	2	GH18_e146	-
NODE_898_length_23476_cov_44.704752_2	-	-	-	CBM48+GH13_8+GH13_8	1	-	-
NODE_898_length_23476_cov_44.704752_4	4.2.2.9:3	PL9(377-692)	PL9_e1(380-690)	PL9_1	3	PL9_e1	pectin
NODE_898_length_23476_cov_44.704752_7	-	-	-	GH108	1	-	-
NODE_89936_length_564_cov_2.035363_1	-	-	-	GH36	1	-	-
NODE_89974_length_564_cov_1.675835_1	-	-	-	GT0	1	-	-
NODE_8998_length_3584_cov_49.848682_1	2.4.1.-:4|2.4.1.-:2	GT111(7-243)+GT8(277-547)	GT111_e0(7-243)+GT8_e1(276-547)	GT111+GT8	3	GT111_e0|GT8_e1	-
NODE_8998_length_3584_cov_49.848682_2	-	-	-	GT111+GT8	1	-	-
NODE_899_length_23476_cov_27.195508_18	-	-	-	GH152	1	-	-
NODE_899_length_23476_cov_27.195508_2	-	-	GH23_e233(20-130)	-	1	-	-
NODE_899_length_23476_cov_27.195508_8	-	-	GT92_e3(16-228)	GT0	2	GT92_e3	-
NODE_89_length_75692_cov_21.859712_10	-	-	-	GT2	1	-	-
NODE_89_length_75692_cov_21.859712_26	-	-	-	GH1	1	-	-
NODE_89_length_75692_cov_21.859712_38	-	-	-	GH28	1	-	-
NODE_89_length_75692_cov_21.859712_56	3.2.1.21:1;3.2.1.37:15;3.2.1.55:3	GH3(102-326)	GH3_e88(103-327)	GH3	3	GH3_e88	arabinan;beta-glucan;xylan
NODE_89_length_75692_cov_21.859712_9	-	-	-	GH23	1	-	-
NODE_8_length_168789_cov_28.179253_100	-	CE4(77-201)	-	-	1	-	-
NODE_8_length_168789_cov_28.179253_165	-|-	GT4(595-754)	GT4_e2124(197-318)+GT4_e761(601-747)	-	2	GT4_e2124|GT4_e761	-
NODE_8_length_168789_cov_28.179253_26	-	GT2(6-170)	GT2(6-169)	GT2	3	GT2	-
NODE_9003_length_3583_cov_33.162698_2	-	GT4(324-473)	GT4_e3978(325-474)	GT4	3	GT4_e3978	-
NODE_9003_length_3583_cov_33.162698_3	-	GT113(251-565)	GT113_e39(250-565)	GT113	3	GT113_e39	-
NODE_900_length_23462_cov_27.007605_1	-	-	-	GT1	1	-	-
NODE_900_length_23462_cov_27.007605_5	-	GT4(196-347)	GT4_e1700(196-345)	GT4	3	GT4_e1700	-
NODE_90107_length_563_cov_2.763780_1	4.2.2.9:3	PL9_1(1-184)	PL9_e1(1-186)	PL9_1	3	PL9_1	pectin
NODE_901_length_23459_cov_41.440053_10	-	-	-	GT33	1	-	-
NODE_901_length_23459_cov_41.440053_23	-	GH25(62-184)	GH25_e210(63-188)	GH25	3	GH25_e210	peptidoglycan
NODE_901_length_23459_cov_41.440053_8	1.1.3.-:1	AA7(39-276)	AA7_e0(43-301)	-	2	AA7_e0	xylan
NODE_9023_length_3579_cov_2.875142_2	-	-	-	GT34	1	-	-
NODE_90253_length_563_cov_1.234252_1	3.5.1.41:1	-	CE4_e177(1-50)	CE4	2	CE4_e177	chitin
NODE_902_length_23443_cov_52.456602_15	2.4.1.276:2	GT1(8-414)	GT1_e11(9-415)	GT1	3	GT1_e11	-
NODE_902_length_23443_cov_52.456602_16	-	-	-	GT1	1	-	-
NODE_90335_length_562_cov_2.775148_1	-	-	-	GT0	1	-	-
NODE_90398_length_562_cov_1.936884_1	4.2.2.6:3	PL22(4-111)	PL22_e0(2-107)	PL22_1	3	PL22_e0	pectin
NODE_903_length_23413_cov_68.934541_19	-	-	-	CE12	1	-	-
NODE_90408_length_562_cov_1.856016_1	2.4.1.-:18	GT56(2-186)	GT56_e0(2-186)	-	2	GT56_e0	-
NODE_90423_length_562_cov_1.727811_1	-	-	GT22_e4(1-169)	-	1	-	-
NODE_90463_length_562_cov_1.358974_1	-	-	GH24_e177(8-81)	-	1	-	peptidoglycan
NODE_90495_length_561_cov_77.792490_1	-	-	-	GH23	1	-	-
NODE_9049_length_3569_cov_45.835231_2	-	GT2(4-166)	GT2(5-166)	GT2	3	GT2	-
NODE_904_length_23362_cov_10.569958_8	-	-	-	GH1	1	-	-
NODE_9054_length_3568_cov_3.877882_4	-	GH188(3-269)	GH109_e7(2-166)	-	2	GH109_e7	host glycan
NODE_9055_length_3567_cov_15.689636_1	-	GH20(28-392)	GH20_e94(28-393)	GH20	3	GH20_e94	-
NODE_9057_length_3566_cov_4.534890_1	3.2.1.39:20	GH81(351-1023)	GH81_e0(348-1024)	GH81	3	GH81_e0	beta-glucan
NODE_9058_length_3566_cov_3.835090_4	-	GT2(274-399)	GT2(273-399)	GT2	3	GT2	-
NODE_90599_length_561_cov_2.124506_1	-	-	-	GH108	1	-	-
NODE_905_length_23330_cov_59.120129_6	2.4.1.129:10	GT51(60-226)	GT51_e0(63-226)	GT51	3	GT51_e0	-
NODE_90627_length_561_cov_1.849802_1	-	-	GT4_e2866(105-186)	GT4	2	GT4_e2866	-
NODE_90668_length_561_cov_1.507905_1	-	-	-	GT2	1	-	-
NODE_9066_length_3562_cov_31.816938_3	-	AA6(3-195)	AA6_e2(5-194)	-	2	AA6_e2	lignin
NODE_90676_length_561_cov_1.500000_1	-	GT71(4-118)	GT71_e37(1-119)	-	2	GT71_e37	-
NODE_906_length_23305_cov_47.335527_12	-	-	-	CBM50	1	-	-
NODE_906_length_23305_cov_47.335527_21	-	CE9(1-273)	CE9_e17(1-273)	CE9	3	CE9_e17	host glycan
NODE_906_length_23305_cov_47.335527_9	-	GT113(17-324)	GT113_e35(18-325)	GT113	3	GT113_e35	-
NODE_9076_length_3558_cov_4.846132_5	-	GH76(30-396)	GH76_e0(31-392)	GH76	3	GH76_e0	-
NODE_907_length_23285_cov_5.090616_5	-	GT2(456-983)	GT2(460-983)	GT2	3	GT2	-
NODE_907_length_23285_cov_5.090616_6	-|-	GT2(267-426)	GT2(268-428)+GT2(455-699)	GT2	3	GT2|GT2	-
NODE_90832_length_560_cov_2.069307_1	3.2.1.55:37	GH51_1(2-185)	GH51_e0(2-185)	GH51_1	3	GH51_1	arabinan
NODE_9084_length_3554_cov_87.191769_2	-	-	-	GT49	1	-	-
NODE_90881_length_560_cov_1.722772_1	-	GH20(15-162)	GH20_e32(3-185)	-	2	GH20_e32	-
NODE_9096_length_3551_cov_3.140446_2	-	-	-	GH79	1	-	-
NODE_90974_length_559_cov_29.712302_1	-	-	-	GT5	1	-	-
NODE_9098_length_3549_cov_112.037493_3	-	-	-	GH13_11	1	-	-
NODE_909_length_23237_cov_5.466094_17	-	-	-	GH5_12+GH5_12	1	-	-
NODE_909_length_23237_cov_5.466094_5	2.4.1.-:26	GH72(61-366)	GH72_e0(65-366)	GH72	3	GH72_e0	beta-glucan
NODE_909_length_23237_cov_5.466094_8	-	-	-	GH0	1	-	-
NODE_90_length_75402_cov_10.258670_19	-	GT119(25-387)	-	GT119	2	GT119	-
NODE_90_length_75402_cov_10.258670_29	-	GT119(19-390)	-	GT119	2	GT119	-
NODE_90_length_75402_cov_10.258670_48	-	GT2(64-235)	GT2(64-261)	GT2	3	GT2	-
NODE_90_length_75402_cov_10.258670_70	-	-	-	GH3	1	-	-
NODE_90_length_75402_cov_10.258670_73	-	-	-	CBM50	1	-	-
NODE_91004_length_559_cov_3.214286_1	-	-	GT2(100-186)	GH17+GT2	2	GT2	-
NODE_91050_length_559_cov_2.394841_1	3.5.1.41:1	-	CE4_e177(19-118)	CE4	2	CE4_e177	chitin
NODE_910_length_23218_cov_9.691534_3	2.4.1.129:11	GT51(212-382)	GT51_e28(214-383)	GT51	3	GT51_e28	-
NODE_91106_length_559_cov_1.900794_1	3.5.1.108:18	CE11(4-168)	CE11_e22(5-169)	CE11	3	CE11_e22	exo-polysaccharide
NODE_91108_length_559_cov_1.886905_1	3.2.1.21:4;3.2.1.37:1;3.2.1.86:49	GH1(2-185)	GH1_e85(1-185)	GH1	3	GH1_e85	beta-glucan;xylan
NODE_91111_length_559_cov_1.884921_1	-	-	GT2(17-182)	-	1	-	-
NODE_91113_length_559_cov_1.882937_1	-	-	-	GT2	1	-	-
NODE_9112_length_3547_cov_5.592211_3	-	-	-	CBM5	1	-	-
NODE_9113_length_3546_cov_9.952736_1	-	-	GT2(151-345)	GT0	2	GT2	-
NODE_91152_length_559_cov_1.634921_1	-	GT119(2-179)	-	-	1	-	-
NODE_91203_length_559_cov_1.220238_1	-	-	-	GT0+GT2	1	-	-
NODE_9123_length_3542_cov_5.201319_1	-	-	-	GH36	1	-	-
NODE_91272_length_558_cov_3.019881_1	-	GT20(5-185)	GT20_e18(1-185)	GT20	3	GT20_e18	-
NODE_91291_length_558_cov_2.638171_1	-	GT2(10-133)	GT2(1-146)	-	2	GT2	-
NODE_9129_length_3540_cov_50.338881_3	-	-	-	GH13_22+GH13_22+GT5	1	-	-
NODE_9131_length_3540_cov_3.674605_2	-	-	-	GH72	1	-	-
NODE_913_length_23195_cov_51.008341_26	-	-	GH23_e477(40-173)	-	1	-	-
